label,title,abstract,primary_category,categories,keyword_hit_count,keyword_hits,published,arxiv_id,arxiv_url,source_query
APPLIED,In-Context Symbolic Regression for Robustness-Improved Kolmogorov-Arnold Networks,"Symbolic regression aims to replace black-box predictors with concise analytical expressions that can be inspected and validated in scientific machine learning. Kolmogorov-Arnold Networks (KANs) are well suited to this goal because each connection between adjacent units (an ""edge"") is parametrised by a learnable univariate function that can, in principle, be replaced by a symbolic operator. In practice, however, symbolic extraction is a bottleneck: the standard KAN-to-symbol approach fits operators to each learned edge function in isolation, making the discrete choice sensitive to initialisation and non-convex parameter fitting, and ignoring how local substitutions interact through the full network. We study in-context symbolic regression for operator extraction in KANs, and present two complementary instantiations. Greedy in-context Symbolic Regression (GSR) performs greedy, in-context selection by choosing edge replacements according to end-to-end loss improvement after brief fine-tuning. Gated Matching Pursuit (GMP) amortises this in-context selection by training a differentiable gated operator layer that places an operator library behind sparse gates on each edge; after convergence, gates are discretised (optionally followed by a short in-context greedy refinement pass). We quantify robustness via one-factor-at-a-time (OFAT) hyper-parameter sweeps and assess both predictive error and qualitative consistency of recovered formulas. Across several experiments, greedy in-context symbolic regression achieves up to 99.8% reduction in median OFAT test MSE.",cs.LG,cs.AI cs.LG,2,"experiments, training",2026-03-16T13:21:26Z,2603.15250v1,http://arxiv.org/abs/2603.15250v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Practicing with Language Models Cultivates Human Empathic Communication,"Empathy is central to human connection, yet people often struggle to express it effectively. In blinded evaluations, large language models (LLMs) generate responses that are often judged more empathic than human-written ones. Yet when a response is attributed to AI, recipients feel less heard and validated than when comparable responses are attributed to a human. To probe and address this gap in empathic communication skill, we built Lend an Ear, an experimental conversation platform in which participants are asked to offer empathic support to an LLM role-playing personal and workplace troubles. From 33,938 messages spanning 2,904 text-based conversations between 968 participants and their LLM conversational partners, we derive a data-driven taxonomy of idiomatic empathic expressions in naturalistic dialogue. Based on a pre-registered randomized experiment, we present evidence that a brief LLM coaching intervention offering personalized feedback on how to effectively communicate empathy significantly boosts alignment of participants' communication patterns with normative empathic communication patterns relative to both a control group and a group that received video-based but non-personalized feedback. Moreover, we find evidence for a silent empathy effect that people feel empathy but systematically fail to express it. Nonetheless, participants reliably identify responses aligned with normative empathic communication criteria as more expressive of empathy. Together, these results advance the scientific understanding of how empathy is expressed and valued and demonstrate a scalable, AI-based intervention for scaffolding and cultivating it.",cs.CL,cs.CL cs.HC,3,"experiment, experimental, we present",2026-03-16T13:16:06Z,2603.15245v1,http://arxiv.org/abs/2603.15245v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,SliceMapper: Intelligent Mapping of O-CU and O-DU onto O-Cloud Sites in 6G O-RAN,"In this paper, we propose an rApp, named SliceMapper, to optimize the mapping process of the open centralized unit (O-CU) and open distributed unit (O-DU) of an open radio access network (O-RAN) slice subnet onto the underlying open cloud (O-Cloud) sites in sixth-generation (6G) O-RAN. To accomplish this, we first design a system model for SliceMapper and introduce its mathematical framework. Next, we formulate the mapping process addressed by SliceMapper as a sequential decision-making optimization problem. To solve this problem, we implement both on-policy and off-policy variants of the Q-learning algorithm, employing tabular representation as well as function approximation methods for each variant. To evaluate the effectiveness of these approaches, we conduct a series of simulations under various scenarios. We proceed further by performing a comparative analysis of all four variants. The results demonstrate that the on-policy function approximation method outperforms the alternative approaches in terms of stability and lower standard deviation across all random seeds. However, the on-policy and off-policy tabular representation methods achieve higher average rewards, with values of 5.42 and 5.12, respectively. Finally, we conclude the paper and introduce several directions for future research.",cs.NI,cs.NI,4,"evaluate, implement, we propose, outperforms",2026-03-16T13:14:54Z,2603.15242v1,http://arxiv.org/abs/2603.15242v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Multi-turn Physics-informed Vision-language Model for Physics-grounded Anomaly Detection,"Vision-Language Models (VLMs) demonstrate strong general-purpose reasoning but remain limited in physics-grounded anomaly detection, where causal understanding of dynamics is essential. Existing VLMs, trained predominantly on appearance-centric correlations, fail to capture kinematic constraints, leading to poor performance on anomalies such as irregular rotations or violated mechanical motions. We introduce a physics-informed instruction tuning framework that explicitly encodes object properties, motion paradigms, and dynamic constraints into structured prompts. By delivering these physical priors through multi-turn dialogues, our method decomposes causal reasoning into incremental steps, enabling robust internal representations of normal and abnormal dynamics. Evaluated on the Phys-AD benchmark, our approach achieves 96.7% AUROC in video-level detection--substantially outperforming prior SOTA (66.9%)--and yields superior causal explanations (0.777 LLM score). This work highlights how structured physics priors can transform VLMs into reliable detectors of dynamic anomalies.",cs.CV,cs.CV,6,"benchmark, we introduce, performance, sota, our method, our approach",2026-03-16T13:11:47Z,2603.15237v1,http://arxiv.org/abs/2603.15237v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,HYDRA: Unifying Multi-modal Generation and Understanding via Representation-Harmonized Tokenization,"Unified Multimodal Models struggle to bridge the fundamental gap between the abstract representations needed for visual understanding and the detailed primitives required for generation. Existing approaches typically compromise by employing decoupled encoders, stacking representation encoder atop VAEs, or utilizing discrete quantization. However, these methods often disrupt information coherence and lead to optimization conflicts. To this end, we introduce HYDRA-TOK, a representation-harmonized pure ViT in the insight that visual modeling should evolve from generation to understanding. HYDRA-TOK reformulates the standard backbone into a progressive learner that transitions from a Gen-ViT, which captures structure-preserving primitives, to a Sem-ViT for semantic encoding. Crucially, this transition is mediated by a Generation-Semantic Bottleneck (GSB), which compresses features into a low-dimensional space to filter noise for robust synthesis, then restores dimensionality to empower complex semantic comprehension. Built upon this foundation, we present HYDRA, a native unified framework integrating perception and generation within a single parameter space. Extensive experiments establish HYDRA as a new state-of-the-art. It sets a benchmark in visual reconstruction (rFID 0.08) and achieves top-tier generation performance on GenEval (0.86), DPG-Bench (86.4), and WISE (0.53), while simultaneously outperforming previous native UMMs by an average of 10.0 points across eight challenging understanding benchmarks.",cs.CV,cs.CV,7,"experiments, benchmark, benchmarks, we introduce, we present, performance, state-of-the-art",2026-03-16T13:05:17Z,2603.15228v1,http://arxiv.org/abs/2603.15228v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,SCAN: Sparse Circuit Anchor Interpretable Neuron for Lifelong Knowledge Editing,"Large Language Models (LLMs) often suffer from catastrophic forgetting and collapse during sequential knowledge editing. This vulnerability stems from the prevailing dense editing paradigm, which treats models as black boxes and relies on coarse-grained parameter interventions that inevitably disrupt preserved knowledge. To address this, we propose SCAN (a sparse editing framework based on Sparse Circuit Anchored Neuron) which transforms editing into a mechanism-aware manipulation by constructing a knowledge circuit via Sparse Transcoders. Experiments on Gemma2, Qwen3, and Llama3.1 across CounterFact, ZsRE and WikiFactDiff demonstrate that SCAN achieves a superior performance, maintaining model integrity on benchmarks like MMLU and GSM8K even after 3,000 sequential edits, whereas other existing methods deteriorate progressively as editing accumulates, eventually resulting in model collapse.",cs.AI,cs.AI,4,"experiments, benchmarks, we propose, performance",2026-03-16T13:04:09Z,2603.15226v1,http://arxiv.org/abs/2603.15226v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Bidirectional Chinese and English Passive Sentences Dataset for Machine Translation,"Machine Translation (MT) evaluation has gone beyond metrics, towards more specific linguistic phenomena. Regarding English-Chinese language pairs, passive sentences are constructed and distributed differently due to language variation, thus need special attention in MT. This paper proposes a bidirectional multi-domain dataset of passive sentences, extracted from five Chinese-English parallel corpora and annotated automatically with structure labels according to human translation, and a test set with manually verified annotation. The dataset consists of 73,965 parallel sentence pairs (2,358,731 English words, 3,498,229 Chinese characters). We evaluate two state-of-the-art open-source MT systems with our dataset, and four commercial models with the test set. The results show that, unlike humans, models are more influenced by the voice of the source text rather than the general voice usage of the source language, and therefore tend to maintain the passive voice when translating a passive in either direction. However, models demonstrate some knowledge of the low frequency and predominantly negative context of Chinese passives, leading to higher voice consistency with human translators in English-to-Chinese translation than in Chinese-to-English translation. Commercial NMT models scored higher in metric evaluations, but LLMs showed a better ability to use diverse alternative translations. Datasets and annotation script will be shared upon request.",cs.CL,cs.CL cs.DB,7,"dataset, datasets, evaluation, evaluate, state-of-the-art, results show, we evaluate",2026-03-16T13:04:09Z,2603.15227v1,http://arxiv.org/abs/2603.15227v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Coupled Particle Filters for Robust Affordance Estimation,"Robotic affordance estimation is challenging due to visual, geometric, and semantic ambiguities in sensory input. We propose a method that disambiguates these signals using two coupled recursive estimators for sub-aspects of affordances: graspable and movable regions. Each estimator encodes property-specific regularities to reduce uncertainty, while their coupling enables bidirectional information exchange that focuses attention on regions where both agree, i.e., affordances. Evaluated on a real-world dataset, our method outperforms three recent affordance estimators (Where2Act, Hands-as-Probes, and HRP) by 308%, 245%, and 257% in precision, and remains robust under challenging conditions such as low light or cluttered environments. Furthermore, our method achieves a 70% success rate in our real-world evaluation. These results demonstrate that coupling complementary estimators yields precise, robust, and embodiment-appropriate affordance predictions.",cs.RO,cs.RO,6,"dataset, evaluation, we propose, real-world, outperforms, our method",2026-03-16T13:01:24Z,2603.15223v1,http://arxiv.org/abs/2603.15223v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,ADV-0: Closed-Loop Min-Max Adversarial Training for Long-Tail Robustness in Autonomous Driving,"Deploying autonomous driving systems requires robustness against long-tail scenarios that are rare but safety-critical. While adversarial training offers a promising solution, existing methods typically decouple scenario generation from policy optimization and rely on heuristic surrogates. This leads to objective misalignment and fails to capture the shifting failure modes of evolving policies. This paper presents ADV-0, a closed-loop min-max optimization framework that treats the interaction between driving policy (defender) and adversarial agent (attacker) as a zero-sum Markov game. By aligning the attacker's utility directly with the defender's objective, we reveal the optimal adversary distribution. To make this tractable, we cast dynamic adversary evolution as iterative preference learning, efficiently approximating this optimum and offering an algorithm-agnostic solution to the game. Theoretically, ADV-0 converges to a Nash Equilibrium and maximizes a certified lower bound on real-world performance. Experiments indicate that it effectively exposes diverse safety-critical failures and greatly enhances the generalizability of both learned policies and motion planners against unseen long-tail risks.",cs.LG,cs.AI cs.LG,4,"experiments, performance, real-world, training",2026-03-16T12:58:31Z,2603.15221v1,http://arxiv.org/abs/2603.15221v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,InterPol: De-anonymizing LM Arena via Interpolated Preference Learning,"Strict anonymity of model responses is a key for the reliability of voting-based leaderboards, such as LM Arena. While prior studies have attempted to compromise this assumption using simple statistical features like TF-IDF or bag-ofwords, these methods often lack the discriminative power to distinguish between stylistically similar or within-family models. To overcome these limitations and expose the severity of vulnerability, we introduce INTERPOL, a model-driven identification framework that learns to distinguish target models from others using interpolated preference data. Specifically, INTERPOL captures deep stylistic patterns that superficial statistical features miss by synthesizing hard negative samples through model interpolation and employing an adaptive curriculum learning strategy. Extensive experiments demonstrate that INTERPOL significantly outperforms existing baselines in identification accuracy. Furthermore, we quantify the real-world threat of our findings through ranking manipulation simulations on Arena battle data.",cs.AI,cs.AI,6,"experiments, we introduce, accuracy, real-world, outperforms, baselines",2026-03-16T12:56:39Z,2603.15220v1,http://arxiv.org/abs/2603.15220v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Towards Foundation Models for Consensus Rank Aggregation,"Aggregating a consensus ranking from multiple input rankings is a fundamental problem with applications in recommendation systems, search engines, job recruitment, and elections. Despite decades of research in consensus ranking aggregation, minimizing the Kemeny distance remains computationally intractable. Specifically, determining an optimal aggregation of rankings with respect to the Kemeny distance is an NP-hard problem, limiting its practical application to relatively small-scale instances. We propose the Kemeny Transformer, a novel Transformer-based algorithm trained via reinforcement learning to efficiently approximate the Kemeny optimal ranking. Experimental results demonstrate that our model outperforms classical majority-heuristic and Markov-chain approaches, achieving substantially faster inference than integer linear programming solvers. Our approach thus offers a practical, scalable alternative for real-world ranking-aggregation tasks.",cs.LG,cs.AI cs.LG cs.NE,7,"experimental, we propose, real-world, outperforms, inference, our model, our approach",2026-03-16T12:55:54Z,2603.15218v1,http://arxiv.org/abs/2603.15218v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Tracking the Discriminative Axis: Dual Prototypes for Test-Time OOD Detection Under Covariate Shift,"For reliable deployment of deep-learning systems, out-of-distribution (OOD) detection is indispensable. In the real world, where test-time inputs often arrive as streaming mixtures of in-distribution (ID) and OOD samples under evolving covariate shifts, OOD samples are domain-constrained and bounded by the environment, and both ID and OOD are jointly affected by the same covariate factors. Existing methods typically assume a stationary ID distribution, but this assumption breaks down in such settings, leading to severe performance degradation. We empirically discover that, even under covariate shift, covariate-shifted ID (csID) and OOD (csOOD) samples remain separable along a discriminative axis in feature space. Building on this observation, we propose DART, a test-time, online OOD detection method that dynamically tracks dual prototypes -- one for ID and the other for OOD -- to recover the drifting discriminative axis, augmented with multi-layer fusion and flip correction for robustness. Extensive experiments on a wide range of challenging benchmarks, where all datasets are subjected to 15 common corruption types at severity level 5, demonstrate that our method significantly improves performance, yielding 15.32 percentage points (pp) AUROC gain and 49.15 pp FPR@95TPR reduction on ImageNet-C vs. Textures-C compared to established baselines. These results highlight the potential of the test-time discriminative axis tracking for dependable OOD detection in dynamically changing environments.",cs.CV,cs.CV,9,"experiments, benchmarks, datasets, empirically, we propose, performance, real world, baselines, our method",2026-03-16T12:51:46Z,2603.15213v1,http://arxiv.org/abs/2603.15213v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Modeling Matches as Language: A Generative Transformer Approach for Counterfactual Player Valuation in Football,"Evaluating football player transfers is challenging because player actions depend strongly on tactical systems, teammates, and match context. Despite this complexity, recruitment decisions often rely on static statistics and subjective expert judgment, which do not fully account for these contextual factors. This limitation stems largely from the absence of counterfactual simulation mechanisms capable of predicting outcomes in hypothetical scenarios. To address these challenges, we propose ScoutGPT, a generative model that treats football match events as sequential tokens within a language modeling framework. Utilizing a NanoGPT-based Transformer architecture trained on next-token prediction, ScoutGPT learns the dynamics of match event sequences to simulate event sequences under hypothetical lineups, demonstrating superior predictive performance compared to existing baseline models. Leveraging this capability, the model employs Monte Carlo sampling to enable counterfactual simulation, allowing for the assessment of unobserved scenarios. Experiments on K League data show that simulated player transfers lead to measurable changes in offensive progression and goal probabilities, indicating that ScoutGPT captures player-specific impact beyond traditional static metrics.",cs.AI,cs.AI cs.LG,5,"experiments, evaluating, we propose, performance, baseline",2026-03-16T12:51:33Z,2603.15212v1,http://arxiv.org/abs/2603.15212v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Efficient Document Parsing via Parallel Token Prediction,"Document parsing, as a fundamental yet crucial vision task, is being revolutionized by vision-language models (VLMs). However, the autoregressive (AR) decoding inherent to VLMs creates a significant bottleneck, severely limiting parsing speed. In this paper, we propose Parallel-Token Prediction (PTP), a plugable, model-agnostic and simple-yet-effective method that enables VLMs to generate multiple future tokens in parallel with improved sample efficiency. Specifically, we insert some learnable tokens into the input sequence and design corresponding training objectives to equip the model with parallel decoding capabilities for document parsing. Furthermore, to support effective training, we develop a comprehensive data generation pipeline that efficiently produces large-scale, high-quality document parsing training data for VLMs. Extensive experiments on OmniDocBench and olmOCR-bench demonstrate that our method not only significantly improves decoding speed (1.6x-2.2x) but also reduces model hallucinations and exhibits strong generalization abilities.",cs.CL,cs.CL cs.CV,5,"experiments, we propose, we develop, training, our method",2026-03-16T12:45:34Z,2603.15206v1,http://arxiv.org/abs/2603.15206v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Geometric framework for biological evolution,"We develop a generally covariant description of evolutionary dynamics that operates consistently in both genotype and phenotype spaces. We show that the maximum entropy principle yields a fundamental identification between the inverse metric tensor and the covariance matrix, revealing the Lande equation as a covariant gradient ascent equation. This demonstrates that evolution can be modeled as a learning process on the fitness landscape, with the specific learning algorithm determined by the functional relation between the metric tensor and the noise covariance arising from microscopic dynamics. While the metric (or the inverse genotypic covariance matrix) has been extensively characterized empirically, the noise covariance and its associated observable (the covariance of evolutionary changes) have never been directly measured. This poses the experimental challenge of determining the functional form relating metric to noise covariance.",q-bio.PE,cs.LG q-bio.PE,3,"experimental, empirically, we develop",2026-03-16T12:37:59Z,2603.15198v1,http://arxiv.org/abs/2603.15198v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,PiGRAND: Physics-informed Graph Neural Diffusion for Intelligent Additive Manufacturing,"A comprehensive understanding of heat transport is essential for optimizing various mechanical and engineering applications, including 3D printing. Recent advances in machine learning, combined with physics-based models, have enabled a powerful fusion of numerical methods and data-driven algorithms. This progress is driven by the availability of limited sensor data in various engineering and scientific domains, where the cost of data collection and the inaccessibility of certain measurements are high. To this end, we present PiGRAND, a Physics-informed graph neural diffusion framework. In order to reduce the computational complexity of graph learning, an efficient graph construction procedure was developed. Our approach is inspired by the explicit Euler and implicit Crank-Nicolson methods for modeling continuous heat transport, leveraging sub-learning models to secure the accurate diffusion across graph nodes. To enhance computational performance, our approach is combined with efficient transfer learning. We evaluate PiGRAND on thermal images from 3D printing, demonstrating significant improvements in prediction accuracy and computational performance compared to traditional graph neural diffusion (GRAND) and physics-informed neural networks (PINNs). These enhancements are attributed to the incorporation of physical principles derived from the theoretical study of partial differential equations (PDEs) into the learning model. The PiGRAND code is open-sourced on GitHub: https://github.com/bu32loxa/PiGRAND",cs.LG,cs.LG,6,"evaluate, we present, performance, accuracy, we evaluate, our approach",2026-03-16T12:31:11Z,2603.15194v1,http://arxiv.org/abs/2603.15194v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,Joint Routing and Model Pruning for Decentralized Federated Learning in Bandwidth-Constrained Multi-Hop Wireless Networks,"Decentralized federated learning (D-FL) enables privacy-preserving training without a central server, but multi-hop model exchanges and aggregation are often bottlenecked by communication resource constraints. To address this issue, we propose a joint routing-and-pruning framework that optimizes routing paths and pruning rates to maintain communication latency within prescribed limits. We analyze how the sum of model biases across all clients affects the convergence bound of D-FL and formulate an optimization problem that maximizes the model retention rate to minimize these biases under communication constraints. Further analysis reveals that each client's model retention rate is path-dependent, which reduces the original problem to a routing optimization. Leveraging this insight, we develop a routing algorithm that selects latency-efficient transmission paths, allowing more parameters to be delivered within the time budget and thereby improving D-FL convergence. Simulations demonstrate that, compared with unpruned systems, the proposed framework reduces average transmission latency by 27.8% and improves testing accuracy by approximately 12%. Furthermore, relative to standard benchmark routing algorithms, the proposed routing method improves accuracy by roughly 8%.",cs.LG,cs.LG cs.NI,5,"benchmark, we propose, we develop, accuracy, training",2026-03-16T12:25:27Z,2603.15188v1,http://arxiv.org/abs/2603.15188v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,The Hrunting of AI: Where and How to Improve English Dialectal Fairness,"It is known that large language models (LLMs) underperform in English dialects, and that improving them is difficult due to data scarcity. In this work we investigate how quality and availability impact the feasibility of improving LLMs in this context. For this, we evaluate three rarely-studied English dialects (Yorkshire, Geordie, and Cornish), plus African-American Vernacular English, and West Frisian as control. We find that human-human agreement when determining LLM generation quality directly impacts LLM-as-a-judge performance. That is, LLM-human agreement mimics the human-human agreement pattern, and so do metrics such as accuracy. It is an issue because LLM-human agreement measures an LLM's alignment with the human consensus; and hence raises questions about the feasibility of improving LLM performance in locales where low populations induce low agreement. We also note that fine-tuning does not eradicate, and might amplify, this pattern in English dialects. But also find encouraging signals, such as some LLMs' ability to generate high-quality data, thus enabling scalability. We argue that data must be carefully evaluated to ensure fair and inclusive LLM improvement; and, in the presence of scarcity, new tools are needed to handle the pattern found.",cs.CL,cs.CL,4,"evaluate, performance, accuracy, we evaluate",2026-03-16T12:24:43Z,2603.15187v1,http://arxiv.org/abs/2603.15187v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,NavGSim: High-Fidelity Gaussian Splatting Simulator for Large-Scale Navigation,"Simulating realistic environments for robots is widely recognized as a critical challenge in robot learning, particularly in terms of rendering and physical simulation. This challenge becomes even more pronounced in navigation tasks, where trajectories often extend across multiple rooms or entire floors. In this work, we present NavGSim, a Gaussian Splatting-based simulator designed to generate high-fidelity, large-scale navigation environments. Built upon a hierarchical 3D Gaussian Splatting framework, NavGSim enables photorealistic rendering in expansive scenes spanning hundreds of square meters. To simulate navigation collisions, we introduce a Gaussian Splatting-based slice technique that directly extracts navigable areas from reconstructed Gaussians. Additionally, for ease of use, we provide comprehensive NavGSim APIs supporting multi-GPU development, including tools for custom scene reconstruction, robot configuration, policy training, and evaluation. To evaluate NavGSim's effectiveness, we train a Vision-Language-Action (VLA) model using trajectories collected from NavGSim and assess its performance in both simulated and real-world environments. Our results demonstrate that NavGSim significantly enhances the VLA model's scene understanding, enabling the policy to handle diverse navigation queries effectively.",cs.RO,cs.RO,8,"evaluation, evaluate, we introduce, we present, we train, performance, real-world, training",2026-03-16T12:23:20Z,2603.15186v1,http://arxiv.org/abs/2603.15186v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,What Matters for Scalable and Robust Learning in End-to-End Driving Planners?,"End-to-end autonomous driving has gained significant attention for its potential to learn robust behavior in interactive scenarios and scale with data. Popular architectures often build on separate modules for perception and planning connected through latent representations, such as bird's eye view feature grids, to maintain end-to-end differentiability. This paradigm emerged mostly on open-loop datasets, with evaluation focusing not only on driving performance, but also intermediate perception tasks. Unfortunately, architectural advances that excel in open-loop often fail to translate to scalable learning of robust closed-loop driving. In this paper, we systematically re-examine the impact of common architectural patterns on closed-loop performance: (1) high-resolution perceptual representations, (2) disentangled trajectory representations, and (3) generative planning. Crucially, our analysis evaluates the combined impact of these patterns, revealing both unexpected limitations as well as underexplored synergies. Building on these insights, we introduce BevAD, a novel lightweight and highly scalable end-to-end driving architecture. BevAD achieves 72.7% success rate on the Bench2Drive benchmark and demonstrates strong data-scaling behavior using pure imitation learning. Our code and models are publicly available here: https://dmholtz.github.io/bevad/",cs.RO,cs.AI cs.CV cs.RO,5,"benchmark, datasets, evaluation, we introduce, performance",2026-03-16T12:20:34Z,2603.15185v1,http://arxiv.org/abs/2603.15185v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
APPLIED,CATFormer: When Continual Learning Meets Spiking Transformers With Dynamic Thresholds,"Although deep neural networks perform extremely well in controlled environments, they fail in real-world scenarios where data isn't available all at once, and the model must adapt to a new data distribution that may or may not follow the initial distribution. Previously acquired knowledge is lost during subsequent updates based on new data. a phenomenon commonly known as catastrophic forgetting. In contrast, the brain can learn without such catastrophic forgetting, irrespective of the number of tasks it encounters. Existing spiking neural networks (SNNs) for class-incremental learning (CIL) suffer a sharp performance drop as tasks accumulate. We here introduce CATFormer (Context Adaptive Threshold Transformer), a scalable framework that overcomes this limitation. We observe that the key to preventing forgetting in SNNs lies not only in synaptic plasticity but also in modulating neuronal excitability. At the core of CATFormer is the Dynamic Threshold Leaky Integrate-and-Fire (DTLIF) neuron model, which leverages context-adaptive thresholds as the primary mechanism for knowledge retention. This is paired with a Gated Dynamic Head Selection (G-DHS) mechanism for task-agnostic inference. Extensive evaluation on both static (CIFAR-10/100/Tiny-ImageNet) and neuromorphic (CIFAR10-DVS/SHD) datasets reveals that CATFormer outperforms existing rehearsal-free CIL algorithms across various task splits, establishing it as an ideal architecture for energy-efficient, true-class incremental learning.",cs.LG,cs.AI cs.LG cs.NE eess.IV,6,"datasets, evaluation, performance, real-world, outperforms, inference",2026-03-16T12:20:23Z,2603.15184v1,http://arxiv.org/abs/2603.15184v1,cat:cs.LG OR cat:cs.CV OR cat:cs.CL OR cat:cs.RO OR cat:cs.SE OR cat:cs.DB OR cat:cs.AR OR cat:cs.NI OR cat:cs.HC OR cat:cs.IR OR cat:cs.AI
