label,title,abstract,arxiv_id,primary_category,categories,published,arxiv_url,topic,list_name,found_in_arxiv_api,source_dataset,model_text,title_norm,abstract_norm,text_fingerprint
SURVEY,Curriculum Learning for Reinforcement Learning Domains: A Framework and Survey,"Reinforcement learning (RL) is a popular paradigm for addressing sequential decision tasks in which the agent has only limited environmental feedback. Despite many advances over the past three decades, learning in many domains still requires a large amount of interaction with the environment, which can be prohibitively expensive in realistic scenarios. To address this problem, transfer learning has been applied to reinforcement learning such that experience gained in one task can be leveraged when starting to learn the next, harder task. More recently, several lines of research have explored how tasks, or data samples themselves, can be sequenced into a curriculum for the purpose of learning a problem that may otherwise be too difficult to learn from scratch. In this article, we present a framework for curriculum learning (CL) in reinforcement learning, and use it to survey and classify existing CL methods in terms of their assumptions, capabilities, and goals. Finally, we use our framework to find open problems and suggest directions for future RL curriculum learning research.",2003.0496,cs.LG,cs.AI cs.LG stat.ML,2020-03-10T20:41:24Z,http://arxiv.org/abs/2003.04960v2,Deep Reinforcement Learning,The ML,1.0,survey,"Curriculum Learning for Reinforcement Learning Domains: A Framework and Survey Curriculum Learning for Reinforcement Learning Domains: A Framework and Survey Reinforcement learning (RL) is a popular paradigm for addressing sequential decision tasks in which the agent has only limited environmental feedback. Despite many advances over the past three decades, learning in many domains still requires a large amount of interaction with the environment, which can be prohibitively expensive in realistic scenarios. To address this problem, transfer learning has been applied to reinforcement learning such that experience gained in one task can be leveraged when starting to learn the next, harder task. More recently, several lines of research have explored how tasks, or data samples themselves, can be sequenced into a curriculum for the purpose of learning a problem that may otherwise be too difficult to learn from scratch. In this article, we present a framework for curriculum learning (CL) in reinforcement learning, and use it to survey and classify existing CL methods in terms of their assumptions, capabilities, and goals. Finally, we use our framework to find open problems and suggest directions for future RL curriculum learning research.",curriculum learning for reinforcement learning domains: a framework and survey,"reinforcement learning (rl) is a popular paradigm for addressing sequential decision tasks in which the agent has only limited environmental feedback. despite many advances over the past three decades, learning in many domains still requires a large amount of interaction with the environment, which can be prohibitively expensive in realistic scenarios. to address this problem, transfer learning has been applied to reinforcement learning such that experience gained in one task can be leveraged when starting to learn the next, harder task. more recently, several lines of research have explored how tasks, or data samples themselves, can be sequenced into a curriculum for the purpose of learning a problem that may otherwise be too difficult to learn from scratch. in this article, we present a framework for curriculum learning (cl) in reinforcement learning, and use it to survey and classify existing cl methods in terms of their assumptions, capabilities, and goals. finally, we use our framework to find open problems and suggest directions for future rl curriculum learning research.",c30a50f58ad40fd08161b9a8a336803e
SURVEY,A Survey of Zero-shot Generalisation in Deep Reinforcement Learning,"The study of zero-shot generalisation (ZSG) in deep Reinforcement Learning (RL) aims to produce RL algorithms whose policies generalise well to novel unseen situations at deployment time, avoiding overfitting to their training environments. Tackling this is vital if we are to deploy reinforcement learning algorithms in real world scenarios, where the environment will be diverse, dynamic and unpredictable. This survey is an overview of this nascent field. We rely on a unifying formalism and terminology for discussing different ZSG problems, building upon previous works. We go on to categorise existing benchmarks for ZSG, as well as current methods for tackling these problems. Finally, we provide a critical discussion of the current state of the field, including recommendations for future work. Among other conclusions, we argue that taking a purely procedural content generation approach to benchmark design is not conducive to progress in ZSG, we suggest fast online adaptation and tackling RL-specific problems as some areas for future work on methods for ZSG, and we recommend building benchmarks in underexplored problem settings such as offline RL ZSG and reward-function variation.",2111.09794,cs.LG,cs.AI cs.LG,2021-11-18T16:53:02Z,http://arxiv.org/abs/2111.09794v6,Few-Shot and Zero-Shot Learning,The ML,1.0,survey,"A Survey of Zero-shot Generalisation in Deep Reinforcement Learning A Survey of Zero-shot Generalisation in Deep Reinforcement Learning The study of zero-shot generalisation (ZSG) in deep Reinforcement Learning (RL) aims to produce RL algorithms whose policies generalise well to novel unseen situations at deployment time, avoiding overfitting to their training environments. Tackling this is vital if we are to deploy reinforcement learning algorithms in real world scenarios, where the environment will be diverse, dynamic and unpredictable. This survey is an overview of this nascent field. We rely on a unifying formalism and terminology for discussing different ZSG problems, building upon previous works. We go on to categorise existing benchmarks for ZSG, as well as current methods for tackling these problems. Finally, we provide a critical discussion of the current state of the field, including recommendations for future work. Among other conclusions, we argue that taking a purely procedural content generation approach to benchmark design is not conducive to progress in ZSG, we suggest fast online adaptation and tackling RL-specific problems as some areas for future work on methods for ZSG, and we recommend building benchmarks in underexplored problem settings such as offline RL ZSG and reward-function variation.",a survey of zero-shot generalisation in deep reinforcement learning,"the study of zero-shot generalisation (zsg) in deep reinforcement learning (rl) aims to produce rl algorithms whose policies generalise well to novel unseen situations at deployment time, avoiding overfitting to their training environments. tackling this is vital if we are to deploy reinforcement learning algorithms in real world scenarios, where the environment will be diverse, dynamic and unpredictable. this survey is an overview of this nascent field. we rely on a unifying formalism and terminology for discussing different zsg problems, building upon previous works. we go on to categorise existing benchmarks for zsg, as well as current methods for tackling these problems. finally, we provide a critical discussion of the current state of the field, including recommendations for future work. among other conclusions, we argue that taking a purely procedural content generation approach to benchmark design is not conducive to progress in zsg, we suggest fast online adaptation and tackling rl-specific problems as some areas for future work on methods for zsg, and we recommend building benchmarks in underexplored problem settings such as offline rl zsg and reward-function variation.",d59cc31d238411856b11bd4a7459d952
SURVEY,Multimodal Machine Learning: A Survey and Taxonomy,"Our experience of the world is multimodal - we see objects, hear sounds, feel texture, smell odors, and taste flavors. Modality refers to the way in which something happens or is experienced and a research problem is characterized as multimodal when it includes multiple such modalities. In order for Artificial Intelligence to make progress in understanding the world around us, it needs to be able to interpret such multimodal signals together. Multimodal machine learning aims to build models that can process and relate information from multiple modalities. It is a vibrant multi-disciplinary field of increasing importance and with extraordinary potential. Instead of focusing on specific multimodal applications, this paper surveys the recent advances in multimodal machine learning itself and presents them in a common taxonomy. We go beyond the typical early and late fusion categorization and identify broader challenges that are faced by multimodal machine learning, namely: representation, translation, alignment, fusion, and co-learning. This new taxonomy will enable researchers to better understand the state of the field and identify directions for future research.",1705.09406,cs.LG,cs.LG,2017-05-26T01:35:31Z,http://arxiv.org/abs/1705.09406v2,General Machine Learning,The ML,1.0,survey,"Multimodal Machine Learning: A Survey and Taxonomy Multimodal Machine Learning: A Survey and Taxonomy Our experience of the world is multimodal - we see objects, hear sounds, feel texture, smell odors, and taste flavors. Modality refers to the way in which something happens or is experienced and a research problem is characterized as multimodal when it includes multiple such modalities. In order for Artificial Intelligence to make progress in understanding the world around us, it needs to be able to interpret such multimodal signals together. Multimodal machine learning aims to build models that can process and relate information from multiple modalities. It is a vibrant multi-disciplinary field of increasing importance and with extraordinary potential. Instead of focusing on specific multimodal applications, this paper surveys the recent advances in multimodal machine learning itself and presents them in a common taxonomy. We go beyond the typical early and late fusion categorization and identify broader challenges that are faced by multimodal machine learning, namely: representation, translation, alignment, fusion, and co-learning. This new taxonomy will enable researchers to better understand the state of the field and identify directions for future research.",multimodal machine learning: a survey and taxonomy,"our experience of the world is multimodal - we see objects, hear sounds, feel texture, smell odors, and taste flavors. modality refers to the way in which something happens or is experienced and a research problem is characterized as multimodal when it includes multiple such modalities. in order for artificial intelligence to make progress in understanding the world around us, it needs to be able to interpret such multimodal signals together. multimodal machine learning aims to build models that can process and relate information from multiple modalities. it is a vibrant multi-disciplinary field of increasing importance and with extraordinary potential. instead of focusing on specific multimodal applications, this paper surveys the recent advances in multimodal machine learning itself and presents them in a common taxonomy. we go beyond the typical early and late fusion categorization and identify broader challenges that are faced by multimodal machine learning, namely: representation, translation, alignment, fusion, and co-learning. this new taxonomy will enable researchers to better understand the state of the field and identify directions for future research.",fb472cbcb23df107330026a084610f49
SURVEY,A Survey on Graph Neural Networks and Graph Transformers in Computer Vision: A Task-Oriented Perspective,"Graph Neural Networks (GNNs) have gained momentum in graph representation learning and boosted the state of the art in a variety of areas, such as data mining (\emph{e.g.,} social network analysis and recommender systems), computer vision (\emph{e.g.,} object detection and point cloud learning), and natural language processing (\emph{e.g.,} relation extraction and sequence learning), to name a few. With the emergence of Transformers in natural language processing and computer vision, graph Transformers embed a graph structure into the Transformer architecture to overcome the limitations of local neighborhood aggregation while avoiding strict structural inductive biases. In this paper, we present a comprehensive review of GNNs and graph Transformers in computer vision from a task-oriented perspective. Specifically, we divide their applications in computer vision into five categories according to the modality of input data, \emph{i.e.,} 2D natural images, videos, 3D data, vision + language, and medical images. In each category, we further divide the applications according to a set of vision tasks. Such a task-oriented taxonomy allows us to examine how each task is tackled by different GNN-based approaches and how well these approaches perform. Based on the necessary preliminaries, we provide the definitions and challenges of the tasks, in-depth coverage of the representative approaches, as well as discussions regarding insights, limitations, and future directions.",2209.13232,cs.CV,cs.AI cs.CV cs.LG,2022-09-27T08:10:14Z,http://arxiv.org/abs/2209.13232v4,Graph Neural Networks,The ML,1.0,survey,"A Survey on Graph Neural Networks and Graph Transformers in Computer Vision: A Task-Oriented Perspective A Survey on Graph Neural Networks and Graph Transformers in Computer Vision: A Task-Oriented Perspective Graph Neural Networks (GNNs) have gained momentum in graph representation learning and boosted the state of the art in a variety of areas, such as data mining (\emph{e.g.,} social network analysis and recommender systems), computer vision (\emph{e.g.,} object detection and point cloud learning), and natural language processing (\emph{e.g.,} relation extraction and sequence learning), to name a few. With the emergence of Transformers in natural language processing and computer vision, graph Transformers embed a graph structure into the Transformer architecture to overcome the limitations of local neighborhood aggregation while avoiding strict structural inductive biases. In this paper, we present a comprehensive review of GNNs and graph Transformers in computer vision from a task-oriented perspective. Specifically, we divide their applications in computer vision into five categories according to the modality of input data, \emph{i.e.,} 2D natural images, videos, 3D data, vision + language, and medical images. In each category, we further divide the applications according to a set of vision tasks. Such a task-oriented taxonomy allows us to examine how each task is tackled by different GNN-based approaches and how well these approaches perform. Based on the necessary preliminaries, we provide the definitions and challenges of the tasks, in-depth coverage of the representative approaches, as well as discussions regarding insights, limitations, and future directions.",a survey on graph neural networks and graph transformers in computer vision: a task-oriented perspective,"graph neural networks (gnns) have gained momentum in graph representation learning and boosted the state of the art in a variety of areas, such as data mining (\emph{e.g.,} social network analysis and recommender systems), computer vision (\emph{e.g.,} object detection and point cloud learning), and natural language processing (\emph{e.g.,} relation extraction and sequence learning), to name a few. with the emergence of transformers in natural language processing and computer vision, graph transformers embed a graph structure into the transformer architecture to overcome the limitations of local neighborhood aggregation while avoiding strict structural inductive biases. in this paper, we present a comprehensive review of gnns and graph transformers in computer vision from a task-oriented perspective. specifically, we divide their applications in computer vision into five categories according to the modality of input data, \emph{i.e.,} 2d natural images, videos, 3d data, vision + language, and medical images. in each category, we further divide the applications according to a set of vision tasks. such a task-oriented taxonomy allows us to examine how each task is tackled by different gnn-based approaches and how well these approaches perform. based on the necessary preliminaries, we provide the definitions and challenges of the tasks, in-depth coverage of the representative approaches, as well as discussions regarding insights, limitations, and future directions.",85c255de4ceaff91ec605c11cdcccc0b
SURVEY,A Survey on Graph Neural Networks for Knowledge Graph Completion,"Knowledge Graphs are increasingly becoming popular for a variety of downstream tasks like Question Answering and Information Retrieval. However, the Knowledge Graphs are often incomplete, thus leading to poor performance. As a result, there has been a lot of interest in the task of Knowledge Base Completion. More recently, Graph Neural Networks have been used to capture structural information inherently stored in these Knowledge Graphs and have been shown to achieve SOTA performance across a variety of datasets. In this survey, we understand the various strengths and weaknesses of the proposed methodology and try to find new exciting research problems in this area that require further investigation.",2007.12374,cs.CL,cs.AI cs.CL cs.LG,2020-07-24T06:46:46Z,http://arxiv.org/abs/2007.12374v1,Graph Neural Networks,The ML,1.0,survey,"A Survey on Graph Neural Networks for Knowledge Graph Completion A Survey on Graph Neural Networks for Knowledge Graph Completion Knowledge Graphs are increasingly becoming popular for a variety of downstream tasks like Question Answering and Information Retrieval. However, the Knowledge Graphs are often incomplete, thus leading to poor performance. As a result, there has been a lot of interest in the task of Knowledge Base Completion. More recently, Graph Neural Networks have been used to capture structural information inherently stored in these Knowledge Graphs and have been shown to achieve SOTA performance across a variety of datasets. In this survey, we understand the various strengths and weaknesses of the proposed methodology and try to find new exciting research problems in this area that require further investigation.",a survey on graph neural networks for knowledge graph completion,"knowledge graphs are increasingly becoming popular for a variety of downstream tasks like question answering and information retrieval. however, the knowledge graphs are often incomplete, thus leading to poor performance. as a result, there has been a lot of interest in the task of knowledge base completion. more recently, graph neural networks have been used to capture structural information inherently stored in these knowledge graphs and have been shown to achieve sota performance across a variety of datasets. in this survey, we understand the various strengths and weaknesses of the proposed methodology and try to find new exciting research problems in this area that require further investigation.",59a5ad1e751caec5c6d14403b00074b0
SURVEY,"Federated Graph Machine Learning: A Survey of Concepts, Techniques, and Applications","Graph machine learning has gained great attention in both academia and industry recently. Most of the graph machine learning models, such as Graph Neural Networks (GNNs), are trained over massive graph data. However, in many real-world scenarios, such as hospitalization prediction in healthcare systems, the graph data is usually stored at multiple data owners and cannot be directly accessed by any other parties due to privacy concerns and regulation restrictions. Federated Graph Machine Learning (FGML) is a promising solution to tackle this challenge by training graph machine learning models in a federated manner. In this survey, we conduct a comprehensive review of the literature in FGML. Specifically, we first provide a new taxonomy to divide the existing problems in FGML into two settings, namely, FL with structured data and structured FL. Then, we review the mainstream techniques in each setting and elaborate on how they address the challenges under FGML. In addition, we summarize the real-world applications of FGML from different domains and introduce open graph datasets and platforms adopted in FGML. Finally, we present several limitations in the existing studies with promising research directions in this field.",2207.11812,cs.LG,cs.LG,2022-07-24T20:46:23Z,http://arxiv.org/abs/2207.11812v2,Graph Neural Networks,The ML,1.0,survey,"Federated Graph Machine Learning: A Survey of Concepts, Techniques, and Applications Federated Graph Machine Learning: A Survey of Concepts, Techniques, and Applications Graph machine learning has gained great attention in both academia and industry recently. Most of the graph machine learning models, such as Graph Neural Networks (GNNs), are trained over massive graph data. However, in many real-world scenarios, such as hospitalization prediction in healthcare systems, the graph data is usually stored at multiple data owners and cannot be directly accessed by any other parties due to privacy concerns and regulation restrictions. Federated Graph Machine Learning (FGML) is a promising solution to tackle this challenge by training graph machine learning models in a federated manner. In this survey, we conduct a comprehensive review of the literature in FGML. Specifically, we first provide a new taxonomy to divide the existing problems in FGML into two settings, namely, FL with structured data and structured FL. Then, we review the mainstream techniques in each setting and elaborate on how they address the challenges under FGML. In addition, we summarize the real-world applications of FGML from different domains and introduce open graph datasets and platforms adopted in FGML. Finally, we present several limitations in the existing studies with promising research directions in this field.","federated graph machine learning: a survey of concepts, techniques, and applications","graph machine learning has gained great attention in both academia and industry recently. most of the graph machine learning models, such as graph neural networks (gnns), are trained over massive graph data. however, in many real-world scenarios, such as hospitalization prediction in healthcare systems, the graph data is usually stored at multiple data owners and cannot be directly accessed by any other parties due to privacy concerns and regulation restrictions. federated graph machine learning (fgml) is a promising solution to tackle this challenge by training graph machine learning models in a federated manner. in this survey, we conduct a comprehensive review of the literature in fgml. specifically, we first provide a new taxonomy to divide the existing problems in fgml into two settings, namely, fl with structured data and structured fl. then, we review the mainstream techniques in each setting and elaborate on how they address the challenges under fgml. in addition, we summarize the real-world applications of fgml from different domains and introduce open graph datasets and platforms adopted in fgml. finally, we present several limitations in the existing studies with promising research directions in this field.",039e42ddd1b2d40c96babc81e708e5b6
SURVEY,Graph Neural Networks for Natural Language Processing: A Survey,"Deep learning has become the dominant approach in coping with various tasks in Natural LanguageProcessing (NLP). Although text inputs are typically represented as a sequence of tokens, there isa rich variety of NLP problems that can be best expressed with a graph structure. As a result, thereis a surge of interests in developing new deep learning techniques on graphs for a large numberof NLP tasks. In this survey, we present a comprehensive overview onGraph Neural Networks(GNNs) for Natural Language Processing. We propose a new taxonomy of GNNs for NLP, whichsystematically organizes existing research of GNNs for NLP along three axes: graph construction,graph representation learning, and graph based encoder-decoder models. We further introducea large number of NLP applications that are exploiting the power of GNNs and summarize thecorresponding benchmark datasets, evaluation metrics, and open-source codes. Finally, we discussvarious outstanding challenges for making the full use of GNNs for NLP as well as future researchdirections. To the best of our knowledge, this is the first comprehensive overview of Graph NeuralNetworks for Natural Language Processing.",2106.0609,cs.CL,cs.CL cs.LG,2021-06-10T23:59:26Z,http://arxiv.org/abs/2106.06090v2,Graph Neural Networks,The ML,1.0,survey,"Graph Neural Networks for Natural Language Processing: A Survey Graph Neural Networks for Natural Language Processing: A Survey Deep learning has become the dominant approach in coping with various tasks in Natural LanguageProcessing (NLP). Although text inputs are typically represented as a sequence of tokens, there isa rich variety of NLP problems that can be best expressed with a graph structure. As a result, thereis a surge of interests in developing new deep learning techniques on graphs for a large numberof NLP tasks. In this survey, we present a comprehensive overview onGraph Neural Networks(GNNs) for Natural Language Processing. We propose a new taxonomy of GNNs for NLP, whichsystematically organizes existing research of GNNs for NLP along three axes: graph construction,graph representation learning, and graph based encoder-decoder models. We further introducea large number of NLP applications that are exploiting the power of GNNs and summarize thecorresponding benchmark datasets, evaluation metrics, and open-source codes. Finally, we discussvarious outstanding challenges for making the full use of GNNs for NLP as well as future researchdirections. To the best of our knowledge, this is the first comprehensive overview of Graph NeuralNetworks for Natural Language Processing.",graph neural networks for natural language processing: a survey,"deep learning has become the dominant approach in coping with various tasks in natural languageprocessing (nlp). although text inputs are typically represented as a sequence of tokens, there isa rich variety of nlp problems that can be best expressed with a graph structure. as a result, thereis a surge of interests in developing new deep learning techniques on graphs for a large numberof nlp tasks. in this survey, we present a comprehensive overview ongraph neural networks(gnns) for natural language processing. we propose a new taxonomy of gnns for nlp, whichsystematically organizes existing research of gnns for nlp along three axes: graph construction,graph representation learning, and graph based encoder-decoder models. we further introducea large number of nlp applications that are exploiting the power of gnns and summarize thecorresponding benchmark datasets, evaluation metrics, and open-source codes. finally, we discussvarious outstanding challenges for making the full use of gnns for nlp as well as future researchdirections. to the best of our knowledge, this is the first comprehensive overview of graph neuralnetworks for natural language processing.",3e3ea8f02b83bdbf7d4b7c7ed6681eba
SURVEY,Graph Neural Networks in Recommender Systems: A Survey,"With the explosive growth of online information, recommender systems play a key role to alleviate such information overload. Due to the important application value of recommender systems, there have always been emerging works in this field. In recommender systems, the main challenge is to learn the effective user/item representations from their interactions and side information (if any). Recently, graph neural network (GNN) techniques have been widely utilized in recommender systems since most of the information in recommender systems essentially has graph structure and GNN has superiority in graph representation learning. This article aims to provide a comprehensive review of recent research efforts on GNN-based recommender systems. Specifically, we provide a taxonomy of GNN-based recommendation models according to the types of information used and recommendation tasks. Moreover, we systematically analyze the challenges of applying GNN on different types of data and discuss how existing works in this field address these challenges. Furthermore, we state new perspectives pertaining to the development of this field. We collect the representative papers along with their open-source implementations in https://github.com/wusw14/GNN-in-RS.",2011.0226,cs.IR,cs.IR cs.LG,2020-11-04T12:57:47Z,http://arxiv.org/abs/2011.02260v4,Graph Neural Networks,The ML,1.0,survey,"Graph Neural Networks in Recommender Systems: A Survey Graph Neural Networks in Recommender Systems: A Survey With the explosive growth of online information, recommender systems play a key role to alleviate such information overload. Due to the important application value of recommender systems, there have always been emerging works in this field. In recommender systems, the main challenge is to learn the effective user/item representations from their interactions and side information (if any). Recently, graph neural network (GNN) techniques have been widely utilized in recommender systems since most of the information in recommender systems essentially has graph structure and GNN has superiority in graph representation learning. This article aims to provide a comprehensive review of recent research efforts on GNN-based recommender systems. Specifically, we provide a taxonomy of GNN-based recommendation models according to the types of information used and recommendation tasks. Moreover, we systematically analyze the challenges of applying GNN on different types of data and discuss how existing works in this field address these challenges. Furthermore, we state new perspectives pertaining to the development of this field. We collect the representative papers along with their open-source implementations in https://github.com/wusw14/GNN-in-RS.",graph neural networks in recommender systems: a survey,"with the explosive growth of online information, recommender systems play a key role to alleviate such information overload. due to the important application value of recommender systems, there have always been emerging works in this field. in recommender systems, the main challenge is to learn the effective user/item representations from their interactions and side information (if any). recently, graph neural network (gnn) techniques have been widely utilized in recommender systems since most of the information in recommender systems essentially has graph structure and gnn has superiority in graph representation learning. this article aims to provide a comprehensive review of recent research efforts on gnn-based recommender systems. specifically, we provide a taxonomy of gnn-based recommendation models according to the types of information used and recommendation tasks. moreover, we systematically analyze the challenges of applying gnn on different types of data and discuss how existing works in this field address these challenges. furthermore, we state new perspectives pertaining to the development of this field. we collect the representative papers along with their open-source implementations in https://github.com/wusw14/gnn-in-rs.",8f0d0137cc12022f4b18e850c4cb679e
SURVEY,A Survey of Explainable Reinforcement Learning,"Explainable reinforcement learning (XRL) is an emerging subfield of explainable machine learning that has attracted considerable attention in recent years. The goal of XRL is to elucidate the decision-making process of learning agents in sequential decision-making settings. In this survey, we propose a novel taxonomy for organizing the XRL literature that prioritizes the RL setting. We overview techniques according to this taxonomy. We point out gaps in the literature, which we use to motivate and outline a roadmap for future work.",2202.08434,cs.LG,cs.LG,2022-02-17T03:45:09Z,http://arxiv.org/abs/2202.08434v1,Interpretability and Analysis,The ML,1.0,survey,"A Survey of Explainable Reinforcement Learning A Survey of Explainable Reinforcement Learning Explainable reinforcement learning (XRL) is an emerging subfield of explainable machine learning that has attracted considerable attention in recent years. The goal of XRL is to elucidate the decision-making process of learning agents in sequential decision-making settings. In this survey, we propose a novel taxonomy for organizing the XRL literature that prioritizes the RL setting. We overview techniques according to this taxonomy. We point out gaps in the literature, which we use to motivate and outline a roadmap for future work.",a survey of explainable reinforcement learning,"explainable reinforcement learning (xrl) is an emerging subfield of explainable machine learning that has attracted considerable attention in recent years. the goal of xrl is to elucidate the decision-making process of learning agents in sequential decision-making settings. in this survey, we propose a novel taxonomy for organizing the xrl literature that prioritizes the rl setting. we overview techniques according to this taxonomy. we point out gaps in the literature, which we use to motivate and outline a roadmap for future work.",8b7f41da482c6209dbecd66e68c960da
SURVEY,"Measuring ""Why"" in Recommender Systems: a Comprehensive Survey on the Evaluation of Explainable Recommendation","Explainable recommendation has shown its great advantages for improving recommendation persuasiveness, user satisfaction, system transparency, among others. A fundamental problem of explainable recommendation is how to evaluate the explanations. In the past few years, various evaluation strategies have been proposed. However, they are scattered in different papers, and there lacks a systematic and detailed comparison between them. To bridge this gap, in this paper, we comprehensively review the previous work, and provide different taxonomies for them according to the evaluation perspectives and evaluation methods. Beyond summarizing the previous work, we also analyze the (dis)advantages of existing evaluation methods and provide a series of guidelines on how to select them. The contents of this survey are based on more than 100 papers from top-tier conferences like IJCAI, AAAI, TheWebConf, Recsys, UMAP, and IUI, and their complete summarization are presented at https://shimo.im/sheets/VKrpYTcwVH6KXgdy/MODOC/. With this survey, we finally aim to provide a clear and comprehensive review on the evaluation of explainable recommendation.",2202.06466,cs.IR,cs.AI cs.IR,2022-02-14T02:58:55Z,http://arxiv.org/abs/2202.06466v1,Interpretability and Analysis,The ML,1.0,survey,"Measuring ""Why"" in Recommender Systems: a Comprehensive Survey on the Evaluation of Explainable Recommendation Measuring ""Why"" in Recommender Systems: a Comprehensive Survey on the Evaluation of Explainable Recommendation Explainable recommendation has shown its great advantages for improving recommendation persuasiveness, user satisfaction, system transparency, among others. A fundamental problem of explainable recommendation is how to evaluate the explanations. In the past few years, various evaluation strategies have been proposed. However, they are scattered in different papers, and there lacks a systematic and detailed comparison between them. To bridge this gap, in this paper, we comprehensively review the previous work, and provide different taxonomies for them according to the evaluation perspectives and evaluation methods. Beyond summarizing the previous work, we also analyze the (dis)advantages of existing evaluation methods and provide a series of guidelines on how to select them. The contents of this survey are based on more than 100 papers from top-tier conferences like IJCAI, AAAI, TheWebConf, Recsys, UMAP, and IUI, and their complete summarization are presented at https://shimo.im/sheets/VKrpYTcwVH6KXgdy/MODOC/. With this survey, we finally aim to provide a clear and comprehensive review on the evaluation of explainable recommendation.","measuring ""why"" in recommender systems: a comprehensive survey on the evaluation of explainable recommendation","explainable recommendation has shown its great advantages for improving recommendation persuasiveness, user satisfaction, system transparency, among others. a fundamental problem of explainable recommendation is how to evaluate the explanations. in the past few years, various evaluation strategies have been proposed. however, they are scattered in different papers, and there lacks a systematic and detailed comparison between them. to bridge this gap, in this paper, we comprehensively review the previous work, and provide different taxonomies for them according to the evaluation perspectives and evaluation methods. beyond summarizing the previous work, we also analyze the (dis)advantages of existing evaluation methods and provide a series of guidelines on how to select them. the contents of this survey are based on more than 100 papers from top-tier conferences like ijcai, aaai, thewebconf, recsys, umap, and iui, and their complete summarization are presented at https://shimo.im/sheets/vkrpytcwvh6kxgdy/modoc/. with this survey, we finally aim to provide a clear and comprehensive review on the evaluation of explainable recommendation.",119089bdf0caa6742651d9ada77e23ec
SURVEY,A Comprehensive Survey on Community Detection with Deep Learning,"A community reveals the features and connections of its members that are different from those in other communities in a network. Detecting communities is of great significance in network analysis. Despite the classical spectral clustering and statistical inference methods, we notice a significant development of deep learning techniques for community detection in recent years with their advantages in handling high dimensional network data. Hence, a comprehensive overview of community detection's latest progress through deep learning is timely to academics and practitioners. This survey devises and proposes a new taxonomy covering different state-of-the-art methods, including deep learning-based models upon deep neural networks, deep nonnegative matrix factorization and deep sparse filtering. The main category, i.e., deep neural networks, is further divided into convolutional networks, graph attention networks, generative adversarial networks and autoencoders. The survey also summarizes the popular benchmark data sets, evaluation metrics, and open-source implementations to address experimentation settings. We then discuss the practical applications of community detection in various domains and point to implementation scenarios. Finally, we outline future directions by suggesting challenging topics in this fast-growing deep learning field.",2105.12584,cs.SI,cs.AI cs.LG cs.SI,2021-05-26T14:37:07Z,http://arxiv.org/abs/2105.12584v2,ML and DL Applications,The ML,1.0,survey,"A Comprehensive Survey on Community Detection with Deep Learning A Comprehensive Survey on Community Detection with Deep Learning A community reveals the features and connections of its members that are different from those in other communities in a network. Detecting communities is of great significance in network analysis. Despite the classical spectral clustering and statistical inference methods, we notice a significant development of deep learning techniques for community detection in recent years with their advantages in handling high dimensional network data. Hence, a comprehensive overview of community detection's latest progress through deep learning is timely to academics and practitioners. This survey devises and proposes a new taxonomy covering different state-of-the-art methods, including deep learning-based models upon deep neural networks, deep nonnegative matrix factorization and deep sparse filtering. The main category, i.e., deep neural networks, is further divided into convolutional networks, graph attention networks, generative adversarial networks and autoencoders. The survey also summarizes the popular benchmark data sets, evaluation metrics, and open-source implementations to address experimentation settings. We then discuss the practical applications of community detection in various domains and point to implementation scenarios. Finally, we outline future directions by suggesting challenging topics in this fast-growing deep learning field.",a comprehensive survey on community detection with deep learning,"a community reveals the features and connections of its members that are different from those in other communities in a network. detecting communities is of great significance in network analysis. despite the classical spectral clustering and statistical inference methods, we notice a significant development of deep learning techniques for community detection in recent years with their advantages in handling high dimensional network data. hence, a comprehensive overview of community detection's latest progress through deep learning is timely to academics and practitioners. this survey devises and proposes a new taxonomy covering different state-of-the-art methods, including deep learning-based models upon deep neural networks, deep nonnegative matrix factorization and deep sparse filtering. the main category, i.e., deep neural networks, is further divided into convolutional networks, graph attention networks, generative adversarial networks and autoencoders. the survey also summarizes the popular benchmark data sets, evaluation metrics, and open-source implementations to address experimentation settings. we then discuss the practical applications of community detection in various domains and point to implementation scenarios. finally, we outline future directions by suggesting challenging topics in this fast-growing deep learning field.",01fb8015b3596e49f7f6cd78ef1c968d
